name,artist,release_date,length,featured_artists
You're Gonna Miss Me (2008 Remastered Original Mono LP Version),13th Floor Elevators,01/01/2010,2445616667,"Sum 41, Alexisonfire, Led Zeppelin, Imperiet, Matchbox Twenty"
She's so High,Tal Bachman,01/01/1999,3744883333,"Lenny Kravitz, Dinosaur Jr., Marilyn Manson, Fountains Of Wayne, Saliva"
Big Log - 2006 Remaster,Robert Plant,01/01/1983,2025-08-05,"The Police, The Police"
Open Up Your Eyes,Tonic,01/01/1996,3674883333,Nightwish
From The Sea,Eskimo Joe,01/01/2004,3381766667,"Pat Benatar, Third Eye Blind, 311, Alice In Chains, Liam Lynch"
I'm Free,The Who,01/01/1969,6534-02-01,Roxy Music
On The Hunt,Lynyrd Skynyrd,01/01/1975,5474433333,"Aerosmith, Grateful Dead, Lou Reed, The Babys, Aerosmith"
Nineteen Hundred And Eighty Five - Remastered 2010,Wings,01/01/1973,5530883333,"Black Sabbath, Allman Brothers Band, Billy Joel"
Is Anybody Home?,Our Lady Peace,01/01/1999,3633333333,"Metallica, Veruca Salt, Pennywise"
SWLABR,Cream,01/01/2004,1906-12-02,
Tell Me It's Not Over,Starsailor,01/01/2009,3388666667,Blacklistt
When the River Runs Dry,Hunters & Collectors,01/01/2003,5022666667,"Mudhoney, The Cult, Our Lady Peace, Pilot Speed, Scissor Sisters"
Roll Me Away,Bob Seger,01/01/1982,3175-09-27,
Movies,Alien Ant Farm,01/01/2001,3261766667,"Kid Rock, Gossip"
Respectable - Remastered,The Rolling Stones,01/01/1978,1908-07-20,"Bruce Springsteen, Black Oak Arkansas"
Cadillac Ranch,Bruce Springsteen,01/01/1980,2735-06-26,"Blue Öyster Cult, The Damned, Led Zeppelin, Tom Petty and the Heartbreakers, Dio"
Midnight Special,Creedence Clearwater Revival,01/01/1969,2311-04-01,
Fall For You (Single Mix),The Whitlams,01/01/2017,3811766667,"Various Artists, Budgie, Frank Zappa"
Shame,Stabbing Westward,01/01/1994,4863766667,"Faith No More, Iron Maiden, Sleep, Megadeth"
Suddenly Last Summer,The Motels,01/01/1983,3608883333,Blue Öyster Cult
49 Bye-Byes - 2005 Remaster,Crosby,01/01/1969,5084883333,"Allman Brothers Band, Cream, Wishbone Ash, The J. Geils Band"
Run for Your Life,The Fray,01/01/2012,3982216667,
I'm Not Over,Carolina Liar,01/01/2008,3360433333,"the feelers, Thursday, Cage The Elephant, Sum 41"
Sausalito Summernight,Diesel,01/01/2000,5156216667,"Eve 6, Grateful Dead, Grateful Dead"
Shadow People,Dr. Dog,01/01/2010,4218216667,"The New Pornographers, Pearl Jam, City and Colour, Elbow"
The Clincher,Chevelle,01/01/2004,3729116667,"Korn, Disturbed, Daughtry, Stevie Ray Vaughan, The Sword"
Let It Go - Bonus Track,I Am Giant,01/01/2014,4701333333,"Ed Kowalczyk, Country Joe & The Fish"
Sink the Pink,AC/DC,01/01/1986,4223333333,"Metallica, Hoodoo Gurus, Poison"
Coconut,Harry Nilsson,01/01/1971,3862216667,"Seals and Crofts, Steely Dan, David Bowie, The Beatles, The Doobie Brothers"
Ramblin' Gamblin' Man,Bob Seger,01/01/1969,2421833333,"Todd Rundgren, David Bowie, Blue Öyster Cult, Average White Band"
Finish What Ya Started,Van Halen,01/01/1988,3100-09-20,
Panama Red,New Riders of the Purple Sage,01/01/1973,2768216667,The Flying Burrito Brothers
E-Pro,Beck,01/01/2005,3372666667,"System Of A Down, Seether, The Pretty Reckless"
Make Believe,TOTO,01/01/1982,3718883333,"Chicago, April Wine, Violent Femmes, Eagles"
She's Got Issues,The Offspring,01/01/1998,3810883333,"Rage Against The Machine, Seether"
She Came In Through The Bathroom Window,Joe Cocker,01/01/1969,2606216667,"Black Sabbath, Status Quo, The Beatles, Cream"
Barely Listening,Pilot Speed,01/01/2006,4047766667,
Do You Wanna Touch Me - Live,Joan Jett & The Blackhearts,01/01/2020,4335133333,"Various Artists, Various Artists, Grindhouse Hotel, Various Artists, Budgie"
Two Of Us - Remastered 2009,The Beatles,01/01/1970,2889-05-08,"Ringo Starr, Allman Brothers Band, Loggins & Messina, Robin Trower"
Ain't Good Enough for You (NYC,Bruce Springsteen,01/01/2010,4038666667,"The Saints, Pat Benatar"
Diamonds,Max Webster,01/01/2017,3332666667,"Elton John, Bellybuds, Buddy Holly"
Empty Arms,Stevie Ray Vaughan,01/01/1983,4811-03-01,"The Motels, Streetheart, Pretenders"
Baby,The Beatles,01/01/1967,3021766667,"Bob Dylan, The Zombies, Aphrodite's Child, The Isley Brothers"
Get Naked,Methods of Mayhem,01/01/1999,3611-03-01,
Holiday,Vampire Weekend,01/01/2010,2304883333,Coldplay
Thugs,The Tragically Hip,01/01/1994,4722666667,"Garbage, Odds, Deee-Lite"
Put Your Lights On (feat. Everlast),Santana,01/01/1999,3211-11-17,"The Thrills, Breaking Benjamin"
Juke Box Music,The Kinks,01/01/1977,5528666667,"Neil Diamond, Allman Brothers Band, Buddy Holly"
Hey You - Live,The Quireboys,01/01/1990,3491-03-01,"Jerry Harrison, Tom Cochrane, Supergroove, Various Artists"
Night in My Veins,Pretenders,01/01/1994,3294433333,"Liz Phair, The Tragically Hip, Dwarves, Judas Priest"
She Ain't Pretty,The Northern Pikes,01/01/1990,2647-04-28,"Sweet, Belinda Carlisle, Veruca Salt"
Children Of The Sun,Billy Thorpe,01/01/1979,3745-10-08,"Santana, The Psychedelic Furs, Moving Pictures, Stevie Wonder"
A Favor House Atlantic,Coheed and Cambria,01/01/2003,3911766667,"Trapt, Rage Against The Machine, Foo Fighters, Mudvayne"
Birthday - Remastered 2009,The Beatles,01/01/1968,1907-06-10,"The Yardbirds, The Rolling Stones"
Rip Off,Various Artists,01/01/2020,3694433333,"Local H, Budgie"
Silenced By The Night [Alesso vs. Keane] - Alesso Remix,Keane,01/01/2012,6218733333,"Thee Oh Sees, Devilskin, King Gizzard & The Lizard Wizard"
Sacrament Of Wilderness,Nightwish,01/01/1998,4202216667,"Dead Kennedys, Papa Roach"
Rockin' Down the Highway,The Doobie Brothers,01/01/1972,1909-02-07,"Led Zeppelin, Alice Cooper, Ramones, Deep Purple, Grand Funk Railroad"
Feelin' Alright?,Traffic,01/01/1968,4293333333,"Black Sabbath, Black Sabbath, The Beatles, Jethro Tull"
Theme for an Imaginary Western,Mountain,01/01/1970,5128433333,"Jeff Beck, Jethro Tull, Bob Dylan, Roxy Music"
Brother - With vocals,Pearl Jam,01/01/1991,3998216667,"H-Blockx, Junkhouse, The Tragically Hip, Super Furry Animals, Talking Heads"
Long Stick Goes Boom,Krokus,01/01/1982,5212666667,"Various Artists, Heart, Todd Rundgren, Blondie"
Ball and Chain,Big Brother & The Holding Company,01/01/1968,9466216667,Jefferson Airplane
19th Nervous Breakdown - Mono Version,The Rolling Stones,01/01/1971,3.94,Nazareth
Feeling This,blink-182,01/01/2003,2877416667,"Matchbox Twenty, Rage Against The Machine, HammerFall, The Bravery"
Follow Your Daughter Home,The Guess Who,01/01/1999,3672616667,"The Specials, The White Stripes, Ben Harper And The Innocent Criminals, Björk"
I'm Not Gonna Teach Your Boyfriend How to Dance with You,Black Kids,01/01/2008,3628433333,"The Rolling Stones, Wolf Parade"
Local Girls,Graham Parker,01/01/1979,2892-08-20,
A World Without Heroes - Live,KISS,01/01/1996,9631-02-01,"Garbage, The Jesus and Mary Chain, The White Stripes"
Don't Ask Me No Questions,Lynyrd Skynyrd,01/01/1974,3446666667,
The Energy,Audiovent,01/01/2002,4.22,Diesel
Bring On The Night,The Police,01/01/1979,3064-07-30,
Tonight,Seether,01/01/2011,2922-06-15,Switchfoot
I Dare You,Shinedown,01/01/2005,3900883333,
If You Dare,AC/DC,01/01/1990,1909-01-18,"April Wine, Yes"
Cathedral,Crosby,01/01/1977,5293766667,"Randy Newman, The Motels"
I Believe,Blessid Union Of Souls,01/01/1995,3120-05-28,"Tori Amos, Built To Spill, Heart, Imperiet, Pearl Jam"
Dark Horses,Switchfoot,01/01/2011,3972483333,"The Rubens, Shinedown, We Are The Fallen, Audioslave, King Gizzard & The Lizard Wizard"
Quicksand,Finger Eleven,01/01/1998,4103333333,"Blindspott, Urge Overkill"
New York Groove,Ace Frehley,01/01/1978,2738-03-22,Little River Band
Blue Lady,Hello Sailor,01/01/1996,3897766667,"Indigo Girls, The B-52's, Oleander"
Vermillion,Twinkle Twinkle Little Rock Star,01/01/2013,4237983333,
Rain (2009 Remaster),The Cult,01/01/1985,2982-06-10,"Descendents, Van Halen"
That Old Black Hole,Dr. Dog,01/01/2012,3351333333,Godsmack
Til I Hear It From You,Gin Blossoms,01/01/1996,3874433333,Red Hot Chili Peppers
Oh! Darling - Remastered 2009,The Beatles,01/01/1969,1909-06-15,"The Who, Yusuf / Cat Stevens, David Bowie, Four Tops"
Wax Ecstatic (To Sell Angelina),Sponge,01/01/1996,3034-06-18,"Our Lady Peace, Muse, Iron Maiden"
It Doesn't Matter Anymore,Buddy Holly,01/01/2005,2062433333,
Angels Of The Silences,Counting Crows,01/01/1996,1909-11-30,"Billy Squier, Garbage, Collective Soul, Machine Head, Cracker"
"Holding Out for a Hero - From ""Footloose"" Soundtrack",Bonnie Tyler,01/01/1984,3489-07-02,David Bowie
Down on the Street - 2005 Remaster,The Stooges,01/01/1970,3729333333,
Death Defy,Motor Ace,01/01/2001,4329733333,"April Wine, The Darkness, Mutemath"
Say This Sooner,The Almost,01/01/2007,3236666667,"Republica, Chris Cornell"
É Proibido Fumar - Versão remasterizada,Roberto Carlos,01/01/1964,2.53,"The Kinks, The Animals, Pink Floyd"
Grey Seal - Remastered 2014,Elton John,01/01/1973,2021-04-01,"KISS, Buzzcocks, The Cars, Rush, Bruce Springsteen"
Starlight (feat. Myles Kennedy),Slash,01/01/2010,5454666667,"ZZ Top, Blue October, Grand Funk Railroad"
Rock Bottom - 2007 Remaster,UFO,01/01/1974,6488883333,Deep Purple
Wait,White Lion,01/01/1987,4013333333,"Melissa Etheridge, Tom Petty and the Heartbreakers, George Harrison"
Rudy,Supertramp,01/01/1974,7347216667,Chicago
Always The Sun - Sunny Side Up Mix,The Stranglers,01/01/1990,4050883333,"Stone Temple Pilots, Soundgarden"
Not Over You,Gavin DeGraw,01/01/2011,1909-12-20,"Linkin Park, Panic! At The Disco, Smile Empty Soul, The Wombats"
Because the Night - Live at Nassau Coliseum,Bruce Springsteen,01/01/1986,5310433333,
Push It,Static-X,01/01/1999,2581766667,"Pearl Jam, Puddle Of Mudd, Rage Against The Machine, Papa Roach, Nine Days"
The Golden Mile,The Babys,01/01/1977,5060216667,"Soft Cell, Hot Tuna, April Wine, Allman Brothers Band, Gentle Giant"
As the Years Go By,Various Artists,01/01/1990,2927-02-19,"Soul Asylum, Soul Asylum, Gary Moore, Lillian Axe"
Blackened (Remastered),Metallica,01/01/1988,6702383333,"Def Leppard, The Cure, Dinosaur Jr., Midnight Oil, John Mellencamp"
Your Touch,The Black Keys,01/01/2006,2709766667,"M.I.A., Shinedown, Travis"
Living After Midnight,Judas Priest,01/01/1980,3502216667,"Van Halen, AC/DC, Talking Heads, John Lennon, The Cars"
Sick of Myself,Matthew Sweet,01/01/1995,3642666667,"Teenage Fanclub, Anouk"
Hold Me Down,Minus the Bear,01/01/2010,4.13,"Pluto, Ty Segall, Huey ""Piano"" Smith, City and Colour, Metric"
Ballad of a Thin Man,Bob Dylan,01/01/1965,9451-05-01,"Crosby, Stills, Nash & Young, Eric Clapton, The Doors, The Everly Brothers, The Beatles"
Let's Dance to Joy Division,The Wombats,01/01/2007,3188216667,Arctic Monkeys
Price to Play,Staind,01/01/2003,3587766667,"Interpol, Poison"
Don't Go Away Mad (Just Go Away),Mötley Crüe,01/01/1989,4674216667,Alice In Chains
Tall Cool One - 2006 Remaster,Robert Plant,01/01/2007,1912-09-15,"The Almost, Mudvayne, Thee Oh Sees, Jimmy Eat World"
For the First Time,The Script,01/01/2010,4207333333,Foo Fighters
Fortune Faded,Red Hot Chili Peppers,01/01/2003,3354433333,"Fall Out Boy, Avenged Sevenfold"
My Body,Young the Giant,01/01/2011,4073333333,
Spanish Train,Chris de Burgh,01/01/1975,5047766667,"Big Star, Leon Russell, Chicago"
Beautiful,10 Years,01/01/2008,3264883333,"Dashboard Confessional, The Crystals, Grateful Dead, Pearl Jam, Ozzy Osbourne"
Police On My Back - Remastered,The Clash,01/01/1980,1908-12-25,
Right Now,Korn,01/01/2003,1908-08-31,"Oasis, Three Days Grace, Barrett Strong, Velvet Revolver, Hollywood Undead"
Sundown,Elwood,01/01/2000,3987766667,"Nick at Nite, Boards of Canada, Staind"
Mistral Wind,Heart,01/01/1978,3738-08-26,"Steve Miller Band, Stevie Wonder, Richard & Linda Thompson, Spirit"
When The Lady Smiles,Golden Earring,01/01/1984,6671-05-01,Bob Seger
Five Long Years,Colin James,01/01/1988,4636216667,"Paul Kelly & The Coloured Girls, AC/DC, The Jesus and Mary Chain, Judas Priest, Minor Threat"
The Last Worthless Evening,Don Henley,01/01/1989,3553-07-27,"Crosby, Stills, Nash & Young"
There,Radiohead,01/01/2003,5393333333,"Benny Benassi, Kings of Leon"
Let Down - Live,Dead By Sunrise,01/01/2009,0834-04-01,"Blacklistt, Metric, April Wine, Spose"
No One to Depend On,Santana,01/01/1971,5522216667,"Black Sabbath, Aerosmith"
Not Falling,Mudvayne,01/01/2002,3013-02-08,Imperiet
Nirvana,Elemeno P,01/01/2003,2488216667,"The New Pornographers, Theatre Of Tragedy, The Raveonettes"
Spaceman Remix,Bif Naked,01/01/2008,4024166667,"Pat Benatar, The New Pornographers"
St. Stephen - 2013 Remaster,Grateful Dead,01/01/1969,4458433333,Supertramp
Silver Lining,Garfunkel and Oates,01/01/2012,1829316667,"Michael Marc, Thunder, Michael Marc, Twinkle Twinkle Little Rock Star, Bellybuds"
Helen Wheels,Paul McCartney,01/01/2001,3747333333,"Dash Rip Rock, Staind, Mercury Rev, Mew, Staind"
Flaws,Bastille,01/01/2013,3646666667,"Cold Chisel, Placebo, Oasis, Small Faces"
I'm In You,Peter Frampton,01/01/1977,4166666667,
High School Confidential,Jerry Lee Lewis,01/01/2013,2489333333,"King Gizzard & The Lizard Wizard, Martha and the Muffins, O.A.R., The Angels"
Sweet Fire Of Love,Robbie Robertson,01/01/1987,5278433333,Forrest
Try (Just a Little Bit Harder),Janis Joplin,01/01/2009,3924883333,"Black Flag, Black Kids, Breaking Benjamin, Dr. Dog, Fall Out Boy"
Wheels,Foo Fighters,01/01/2009,4636883333,"Matchbox Twenty, Tina Turner"
Tear Away,Drowning Pool,01/01/2001,4236666667,"Oleander, The Dandy Warhols, Dave Matthews Band, PJ Harvey"
Closer To The Edge,Thirty Seconds To Mars,01/01/2009,4557766667,"Kings of Leon, Three Days Grace"
(Wish I Could Fly Like) Superman,The Kinks,01/01/1979,3616133333,"Led Zeppelin, Paul McCartney"
Jingo,Santana,01/01/1969,3511-04-01,
Bartender,(Hed) P.E.,01/01/1997,4014666667,"The Strokes, ZZ Top"
Seven Seas Blues,Monster Truck,01/01/2011,7339-03-01,
Call the Doctor,Black River Drive,01/01/2014,3604883333,
Far Away Eyes - Remastered,The Rolling Stones,01/01/1978,4399333333,"Rainbow, R.E.M., Journey, Cheap Trick"
You Had Time,Ani DiFranco,01/01/1994,5816666667,"The Ink Spots, Tori Amos"
Fanfare for the Common Man - Single Edit,Emerson,01/01/1994,2989333333,"Pink Floyd, Living Colour, Catherine Wheel, Don Henley, D-A-D"
Tremor Christ - Remastered,Pearl Jam,01/01/1994,4176666667,
Take It On Faith,Matt Mays,01/01/2012,3117-11-20,"Alice In Chains, King Gizzard & The Lizard Wizard"
Radioactive,Kings of Leon,01/01/2010,3436433333,
Head over Feet - Live / Unplugged,Alanis Morissette,01/01/1999,1911-12-24,"Van Halen, A Perfect Circle, Eskimo Joe, Badly Drawn Boy"
Midlife Crisis,Faith No More,01/01/1992,3311-04-01,"Filter, Queen, Marcy Playground"
Between Angels And Insects,Papa Roach,01/01/2001,3907766667,"Sonic Youth, Our Lady Peace"
Eyes Of The Insane,Slayer,01/01/2006,3382216667,"Elemeno P, Machine Head, Shinedown"
It Don't Come Easy,Ringo Starr,01/01/1973,3072216667,"Kansas, Little Feat, Bee Gees"
Free,Vast,01/01/2000,3121766667,"Black Rebel Motorcycle Club, Theory of a Deadman, Morcheeba, Fuel, Ash"
Little Willy,Sweet,01/01/2010,3204883333,"Seether, Sick Puppies, No Doubt, Midlake"
This Love,Bad Company,01/01/1986,3025-02-25,The Bangles
Sir Duke,Stevie Wonder,01/01/1976,2968-03-15,"Peter & Freddy, The Kinks"
Disposable Teens,Marilyn Manson,01/01/2000,0251-03-01,"Puddle Of Mudd, Authority Zero, Alice In Chains, Bloc Party, Linkin Park"
Blue Bayou,Linda Ronstadt,01/01/1977,3989983333,"KISS, Journey"
Flowing,Lucas Delphy,01/01/2020,2185266667,Band of Horses
Hot Hot Hot!!!,The Cure,01/01/1987,3570666667,Rose Tattoo
Get Up,Sleater-Kinney,01/01/1999,3773333333,Finch
Love Hurts,Roy Orbison,01/01/1962,2569-07-25,"Bob Dylan, Willie Nelson, Elvis Presley, Bee Gees, Bob Dylan"
The Lost Art Of Keeping A Secret,Queens of the Stone Age,01/01/2010,3600216667,"Coldplay, The Sword, Bernard Fanning, Stone Sour, The Killers"
Don't Fight It,Red Rider,01/01/1980,4343333333,"Echo & the Bunnymen, Soft Cell"
Both Sides Now,Judy Collins,01/01/2001,1908-12-07,
I Hate My Generation,Cracker,01/01/1996,2948883333,"Björk, Black Sabbath, Treble Charger, Primal Scream, Pearl Jam"
Getting In Tune,The Who,01/01/1971,3216-04-04,Led Zeppelin
Forever Tuesday Morning,The Mockers,01/01/2012,1910-02-04,"HELLYEAH, Sick Puppies, The Checks"
Veteran of the Psychic Wars,Blue Öyster Cult,01/01/1981,4826433333,"Depeche Mode, David Lee Roth, Bob Seger, Van Halen"
Keep Talking,Pink Floyd,01/01/1994,6177766667,"Metallica, Megadeth, En Vogue"
Bigger Than Us,White Lies,01/01/2010,1913-01-15,"Rustic Overtones, Rock Kills Kid, Chickenfoot"
Disappear,Hoobastank,01/01/2003,5102216667,"Mötley Crüe, OneRepublic"
All Those Years Ago - Remastered 2004,George Harrison,01/01/1981,3788666667,"Michael Jackson, Depeche Mode, The Rolling Stones"
Hands Down,Dashboard Confessional,01/01/2003,3114433333,"Breaking Benjamin, Interpol, Cypress Hill, The Used, Chevelle"
Take It On The Run - Remastered,REO Speedwagon,01/01/2019,4495283333,Earth Tongue
Another Perfect Day,American Hi-Fi,01/01/2001,3638433333,"Interpol, Blondie, KISS, The Decemberists"
Dope Nose,Weezer,01/01/2002,2.29,"Grateful Dead, Belle & Sebastian, Godsmack, Lit, Monster Magnet"
Life Won't Wait,Ozzy Osbourne,01/01/2010,5113766667,"Triumph, Silverchair, Uriah Heep, The Raconteurs"
All That I've Got,Various Artists,01/01/2020,3840433333,"Rival State, Sleep, Ty Segall, The Smile Case, Starseed"
Nothing's Gonna Change My Love For You,Glenn Medeiros,01/01/1986,3859766667,"Sting, Foreigner"
Show Me The Way,Styx,01/01/1990,3164-10-14,Alias
Don't Bring Me Down (Bonus Track),The Animals,01/01/1966,2797-05-11,"The Who, The Who"
Alive With the Glory of Love,Say Anything,01/01/2005,4252916667,"The Naked And Famous, The Beatles"
Lost in You,Three Days Grace,01/01/2009,3880216667,"Dashboard Confessional, Sum 41, Stone Sour, Breaking Benjamin"
Lithium,Evanescence,01/01/2006,7351-03-01,Radiohead
Get Stoned,Hinder,01/01/2005,3639766667,"Band of Horses, Korn"
Cold Contagious - Remastered,Bush,01/01/1996,2011-06-01,"Various Artists, Built To Spill, Tori Amos, Rae & Christian"
Go To Sleep,Radiohead,01/01/2003,3358433333,"Guano Apes, Disturbed, Band of Horses, Korn, Creed"
Tin Soldier,Streetheart,01/01/2019,2765-08-07,Max Webster
Black Jesus,Everlast,01/01/2000,3185-01-17,"Radiohead, Liz Phair, G. Love & Special Sauce, Green Day, Staind"
Venus And Mars / Rock Show / Jet - Live / Remastered,Paul McCartney,01/01/1976,1034576667,"Blondie, Queen, Various Artists, The Jam, Alice Cooper"
California - Demo,Phantom Planet,01/01/2001,3258883333,Aerosmith
Everybody Wants You - Remastered 1995,Billy Squier,01/01/1995,3788883333,"The Avalanches, Ben Harper"
Give It a Whirl - Live at Acropolis,Sivert Høyem,01/01/2017,5681333333,"311, The Tornadoes"
Amazing Journey,The Who,01/01/1969,5070133333,"Eric Clapton, The Kinks, Bruce Springsteen, Free"
Dirty Creature,Split Enz,01/01/1982,4038883333,"Saga, Whitesnake, Ian Dury, R.E.M."
Big Casino,Jimmy Eat World,01/01/2007,3678883333,
The Only Exception,Paramore,01/01/2009,4460883333,"Lily Allen, Evanescence, Cream"
Ain't No Cure For Love - Digitally Remastered,Jennifer Warnes,01/01/1987,3.36,"Tori Amos, Ian Dury, Bryan Adams, Jethro Tull"
Gimme Back My Bullets,Lynyrd Skynyrd,01/01/1976,3496666667,"John Lennon, New York Dolls, Blue Öyster Cult, Foreigner"
Somebody's Baby,Jackson Browne,01/01/1997,4378883333,"The Smashing Pumpkins, Soul Asylum, Aerosmith"
Houdini,Foster The People,01/01/2011,3374433333,
All Along the Watchtower,Bob Dylan,01/01/1967,2518216667,Three Dog Night
Rock Me Amadeus - The Gold Mix,Falco,01/01/1985,3706-03-01,"Dio, Tears For Fears, George Thorogood & The Destroyers, Metallica"
Southtown,P.O.D.,01/01/1999,4120883333,Eve 6
Blues Power,Eric Clapton,01/01/1970,3146666667,"The Move, Roxy Music"
Again,Flyleaf,01/01/2009,1908-06-08,"Bon Jovi, Paramore, The Wombats, Pearl Jam, Billy Talent"
Absolutely (Story of a Girl) - Radio Mix,Nine Days,01/01/2000,2763-12-16,"Stereophonics, The Ataris, Rammstein, Nine Inch Nails, Kings of Leon"
