index,name,artist,release_date,length,featured_artists
5228,Dead Flowers - 2009 Mix,The Rolling Stones,1971,4.07555,
5229,Falling Down,Kyng,2011,3.980966667,"Shihad, Country Joe & The Fish, the feelers, I Am Giant"
5230,Ya Ya Twist - Ya Ya,Petula Clark,1996,2.212666667,"Super Furry Animals, Stampeders, Brigitte Bardot, Amanda Marshall"
5231,Let It Be,Joan Baez,2006,3.6,"Yo La Tengo, Thunder, Sufjan Stevens, Elliott Smith"
5232,Fisherman's Blues - 2006 Remaster,The Waterboys,1988,4.444433333,Blue Rodeo
5233,Take Good Care Of My Baby - 1990 Remastered,Bobby Vee,2011,2.514433333,"Various Artists, Fuzz, LEISURE"
5234,Wild Wild Life - 2005 Remaster,Talking Heads,1986,3.678,"Ozzy Osbourne, Ebba Grön, Red Hot Chili Peppers, The Smiths, Mission Of Burma"
5235,Happy When It Rains,The Jesus and Mary Chain,1987,3.621866667,The Tragically Hip
5236,Hands Clean,Alanis Morissette,2002,4.49,"The Kooks, Yeah Yeah Yeahs, Sugarcult, Hoobastank"
5237,Soldier Of Fortune - 2009 Digital Remaster,Deep Purple,1974,3.414666667,"Steely Dan, The Beatles"
5238,Cheeseburger In Paradise,Jimmy Buffett,1978,2.934883333,"Wings, Steve Miller Band"
5239,Good Stuff,The B-52's,1992,5.918216667,
5240,Power and the Glory - 2009 Remastered Version,Saxon,1983,5.920666667,"Iron Maiden, The Jeff Healey Band"
5241,High 'N' Dry (Saturday Night),Def Leppard,1981,3.4425,"Whitesnake, KISS, Germs, Ebba Grön, Bruce Springsteen"
5242,That Was Yesterday,Various Artists,2020,3.834216667,"Kamikaze Palm Tree, Budgie, Sleep"
5243,Crescent City,Lucinda Williams,2014,3.022883333,POLIÇA
5244,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,1970,2.686,"Jefferson Airplane, The Mamas & The Papas, Creedence Clearwater Revival, The Who"
5245,My Gun,The Rubens,2012,3.171766667,Our Lady Peace
5246,You Make My Dreams (Come True),Daryl Hall & John Oates,1980,3.1771,Wham!
5247,You On The Run,The Black Angels,2008,4.887766667,"Garbage, Electric Wizard, Cold Chisel, T. Rex"
5248,Pipeline,The Chantays,1963,2.320883333,
5249,Everybody's Got Something To Hide Except Me And My Monkey - Remastered 2009,The Beatles,1968,2.412883333,"The Beach Boys, The Byrds, Deep Purple, Led Zeppelin, Jimi Hendrix"
5250,"Bertha - Live in Veneta, Oregon 8/27/72",Grateful Dead,2013,5.98555,"Elvis Presley, The Velvet Underground"
5251,Sherry Darling,Bruce Springsteen,1980,4.052883333,"Van Halen, The Replacements"
5252,Homebound,Ted Nugent,1977,4.7371,
5253,All Hail Shadow,SEGA SOUND TEAM,2006,3.4051,"Black Stone Cherry, Nightmare Of You, Wolf Parade"
5254,747 (Strangers in the Night) - 2009 Remastered Version,Saxon,1980,4.97335,"The Clash, The Smiths, Frank Zappa, Rainbow"
5255,Out of My Head,Junkhouse,1993,3.791333333,"Mitch Ryder and The Detroit Wheels, Supergroove, Colin James, You Am I"
5256,My Kind Of Scene,Powderfinger,2000,4.627766667,Blindspott
5257,Where We Belong,lostprophets,2010,4.616266667,
5258,Prayer Of The Refugee,Rise Against,2012,3.3231,"Midnight Youth, Captain Beefheart & His Magic Band, Crisis of Conformity"
5259,The Boys In The Bright White Sports Car,Trooper,1976,3.008433333,"The Kinks, Uriah Heep"
5260,Impulses,Rival State,2016,3.516666667,"Luger Boa, Various Artists, Various Artists, Various Artists"
5261,Rock N' Roll Is Free,Ben Harper,2011,4.354433333,"Black Country Communion, Eskimo Joe"
5262,E.T.I. (Extra Terrestrial Intelligence),Blue Öyster Cult,1976,3.712883333,"The Rolling Stones, Hawkwind, Pretenders, Bruce Springsteen, Scorpions"
5263,Snortin’ Whiskey,Pat Travers,2007,3.642666667,"Dropkick Murphys, Paul McCartney, The Datsuns, Black Country Communion, Since October"
5264,When The Swallows Come Back To Capistrano,The Ink Spots,1998,3.016666667,Joe Bonamassa
5265,4 + 20,"Crosby, Stills, Nash & Young",1970,2.110666667,"Joni Mitchell, Traffic, Neil Young"
5266,Stand,Ed Kowalczyk,2010,3.558,"Old 97's, Lotus Child, Primal Scream"
5267,Don't Sit Down 'Cause I've Moved Your Chair,Arctic Monkeys,2011,3.058433333,Kings of Leon
5268,I Don't Live Any Where,Joe Bonamassa,2003,3.697766667,"Bonnie ""Prince"" Billy, Rufus Wainwright"
5269,Ford's Bridge,Larry Morris,2017,4.64755,"Various Artists, The Crazy Horses, Super Tamarindo All Stars, Earth Tongue, Marvin Gaye"
5270,Standing in the Ocean,Calling All Cars,2014,3.9853,"Killing Joke, Luger Boa, Tracer"
5271,Tangerine Speedo,Caviar,2000,3.662216667,"Machine Head, Sevendust, Various Artists"
5272,A Whiter Shade of Pale - Original Single Version,Procol Harum,2019,4.1491,"KC & The Sunshine Band, Van Morrison, Ruel, Ozzy Osbourne"
5273,High,Jimmie's Chicken Shack,1997,3.803333333,"Dash Rip Rock, Bush, Methods of Mayhem, The Rolling Stones"
5274,I Got A Girl,Tripping Daisy,1995,4.0951,"Sweet, Cracker, Blur, Stevie Nicks"
5275,Jailhouse Rock,Elvis Presley,1997,2.448883333,"Robbie Williams, Godsmack, The Whitlams"
5276,19-2000,Gorillaz,2001,3.514666667,"The Specials, Evanescence, Audioslave, Badly Drawn Boy, Cake"
5277,Memorial Day,Dropkick Murphys,2011,2.98355,"Sonic Youth, Yukon Blonde"
5278,The State Of Massachusetts,Dropkick Murphys,2007,3.921,"Dinosaur Feathers, Big Wreck"
5279,Sugar Town,ShitKid,2017,2.65,"Osees, Osees, Bush, Seether, HIM"
5280,Tweeter And The Monkey Man,Traveling Wilburys,1988,5.464216667,"Skid Row, Scandal, Van Halen"
5281,Mr. Crowley,Ozzy Osbourne,1980,5.044,"Led Zeppelin, Krokus, Various Artists, Dexys Midnight Runners"
5282,Identity,X-Ray Spex,2001,2.4251,"Pet Shop Boys, Primer 55, Jimmie's Chicken Shack, Paul McCartney, The Mock Turtles"
5283,Love Comes in Spurts - 2017 Remaster Audio; Remastered,Richard Hell,2017,2.0791,Thin Lizzy
5284,Into the Void - 2014 Remaster,Black Sabbath,1971,6.171866667,"Bob Dylan, Flamin' Groovies, Rod Stewart, Various Artists"
5285,Again,Jeremiah Freed,2002,3.832216667,Backyard Babies
5286,We´re Only In It For The Drugs No.1,Ebba Grön,1979,4.404433333,"Foreigner, Dead Kennedys"
5287,Fishing for Lisa,the feelers,2001,2.96,"Ben Folds Five, The White Stripes"
5288,I Think We're Alone Now,Ratcat,2011,2.901766667,
5289,Black Stations / White Stations,Martha and the Muffins,2014,5.200433333,"Sweet, Sick Puppies, Midnight Youth"
5290,G.T.O.,Ronny & The Daytonas,2005,2.488883333,"Grand Funk Railroad, R.E.M., Sufjan Stevens, Triumph, Elliott Smith"
5291,Not Another Love Song,The Odds,1982,3.989333333,
5292,Easy To Tame,Kim Mitchell,1995,4.230666667,Stereolab
5293,The Seed (2.0),The Roots,2002,4.46555,"The Killers, Billy Talent, MGMT, The All-American Rejects, Depeche Mode"
5294,Somewhere Down The Crazy River,Robbie Robertson,1987,4.922883333,
5295,Pictures Of Lily,The Who,1971,2.712666667,"Led Zeppelin, Fleetwood Mac, Jethro Tull, The Kinks"
5296,Sometimes Always,The Jesus and Mary Chain,1994,2.532666667,"KISS, The Orb, The Tragically Hip, Ben Harper, Supergrass"
5297,Diamonds And Guns,Transplants,2002,4.0318,"Led Zeppelin, Jimmy Eat World"
5298,A.D.I.D.A.S.,Korn,1996,2.56,
5299,Message To My Girl,Split Enz,1983,4.066666667,
5300,Вечно молодой,Smyslovye Gallyutsinatsii,2007,3.256216667,"Kings of Leon, Foo Fighters, The Used"
5301,45,Shinedown,2003,4.168216667,
5302,800°,Ebba Grön,1981,3.788883333,"Bruce Springsteen, AC/DC, The Smiths"
5303,Everything's On TV,The Hellacopters,2005,3.2451,"The Tragically Hip, Yeah Yeah Yeahs, The White Stripes"
5304,Talkin' Bout a Revolution,Tracy Chapman,1988,2.693333333,
5305,1969 - 2019 Remaster,The Stooges,1969,4.130666667,
5306,Disorder,Slayer,2003,4.943333333,"Grand Funk Railroad, Metallica, Megadeth, Velvet Revolver, The Hives"
5307,Bachelorette,Björk,1997,5.2111,Schtum
5308,Sell Myself,Thumb,1997,2.8511,"Hanoi Rocks, The Dirtbombs, Cha Cha Cohen, Shania Twain"
5309,When You Sleep,My Bloody Valentine,1991,4.198883333,
5310,D.O.A.,Bloodrock,1970,8.504883333,
5311,Don't Say Goodbye,The Exponents,1994,5.05155,
5312,J.A.R. (Jason Andrew Relva),Angus,1995,2.84955,"Head Like A Hole, Guns N' Roses, Schtum, Oasis, Supergroove"
5313,Land Of A Thousand Dances,Little Richard,1966,2.154433333,"Edgar Winter, The Rolling Stones"
5314,Before Too Long,Paul Kelly,1986,3.399333333,"Pearl Jam, The Chills, Soft Cell, Mitch Ryder and The Detroit Wheels"
5315,Jumpdafuckup,Soulfly,2000,5.199766667,"Alice In Chains, Hot Hot Heat, Incubus"
5316,Ionizes & Atomizes,Modest Mouse,1996,4.35555,"Elbow, Blur, Stabbing Westward, Super Furry Animals, Stereolab"
5317,Miracle,Nonpoint,2010,3.7415,"The Mockers, Push Push"
5318,Temporary Like Achilles,Bob Dylan,1966,5.0051,
5319,See You Someday,Lillian Axe,1992,5.447333333,"Super Furry Animals, Soul Asylum, The Exponents, Petula Clark"
5320,Listening Wind - Remastered,Talking Heads,1992,4.6911,"Kim Wilde, The Exponents, Lillian Axe"
5321,Cyprus Avenue - 1999 Remaster,Van Morrison,1968,6.996883333,
5322,Alligator Skin,Villainy,2012,4.034716667,
5323,Maid Of Bond Street,David Bowie,1967,1.76555,"Rod Stewart, Bloodrock"
5324,Detroit Rock City,The Mighty Mighty Bosstones,2005,4.380433333,
5325,2HB,Roxy Music,1972,4.502216667,"KISS, Janis Joplin"
5326,1985,Manic Street Preachers,2004,4.136433333,"Various Artists, Primer 55, Big Sugar"
5327,I Build This Garden For Us,Lenny Kravitz,1989,6.28555,Tori Amos
5328,History Lesson Part 2,Minutemen,1980,2.216666667,"Crosby, Stills & Nash, Heart, Bruce Springsteen"
5329,"""45""",The Gaslight Anthem,2012,3.374883333,
5330,Ghosts,The Jam,1982,2.1671,"Heart, Billy Fury, Heart"
5331,Burning Airlines Give You So Much More - 2004 Digital Remaster,Brian Eno,1974,3.296,"Styx, Roxy Music"
5332,Pain,Soulfly,2000,3.66,
5333,Laid to Rest,Lamb of God,2004,3.83545,Coldplay
5334,The Hush (feat. Texas),Rae & Christian,1998,5.434433333,
5335,Portions for Foxes,Rilo Kiley,2004,4.744,"Switchfoot, Foo Fighters"
5336,Hard Sun,Eddie Vedder,2007,5.368,"Queens of the Stone Age, Thirty Seconds To Mars, Scissor Sisters"
5337,Rush,Big Audio Dynamite,1991,4.28555,"The Replacements, King Missile"
5338,Northern Lites,Super Furry Animals,1999,3.493816667,The Watchmen
5339,Shadow On The Wall,Mike Oldfield,2009,3.130666667,"Billy Talent, Nickelback"
5340,I Started A Joke,Bee Gees,1968,3.138433333,"Pink Floyd, The Beatles, Led Zeppelin, The Beach Boys"
5341,Couldn't Stand the Weather,Stevie Ray Vaughan,1984,4.68755,"ZZ Top, Chicago, Cheap Trick"
5342,Out on the Weekend - 2009 Remaster,Neil Young,1972,4.532216667,Johnny Cash
5343,Young Folks,Peter Bjorn and John,2007,4.650433333,"Tina Turner, Alkaline Trio"
5344,Low Happening,Howling Bells,2006,3.076,the feelers
5345,Naive,The Kooks,2006,3.391766667,"Pearl Jam, Gorillaz, Alexisonfire, Jet, Breaking Benjamin"
5346,F.E.A.R.,Ian Brown,2001,4.484666667,"Finch, Velvet Revolver, The Yardbirds, New Order"
5347,Dogs Are Talking,The Angels,1990,3.384433333,"The Northern Pikes, The Sonics, G. Love & Special Sauce, Pulp, Cocteau Twins"
5348,Bullet for Your Gun,Black River Drive,2014,4.108666667,"Monster Truck, Our Lady Peace"
5349,Born To Raise Hell,Motörhead,2007,4.996433333,"Shinedown, The Bravery, Carolina Liar, Hot Hot Heat, Various Artists"
5350,The Bomber A: Closet Queen B: Bolero C: Cast Your Fate To The Wind,James Gang,1970,7.078883333,"A Foot In Coldwater, Roxy Music, Jeff Beck, The Guess Who"
5351,Six Months In A Leaky Boat,Split Enz,1982,4.339333333,Bryan Adams
5352,Cherub Rock - Remastered 2011,The Smashing Pumpkins,1993,4.970883333,"Dave Matthews Band, Traveling Wilburys, Nirvana"
5353,Shiny Happy People,R.E.M.,1991,3.7631,"Megadeth, White Zombie, Green Day"
5354,Good Times (with Jimmy Barnes),Various Artists,1987,3.855333333,"Robert Plant, Midnight Oil, Bruce Springsteen, Midnight Oil"
5355,Big League,Tom Cochrane,2019,4.624216667,Jimi Hendrix
5356,Darling Nikki,Prince,1984,4.24155,"Lita Ford, Violent Femmes, Loverboy"
5357,Battleflag (feat. Pigeonhed),Lo Fidelity Allstars,1998,5.65355,"Dave Matthews Band, Spoon, Our Lady Peace"
5358,Waking Up,Elastica,1995,3.261766667,
5359,N.I.B.,Black Sabbath,1970,6.074883333,"The Temptations, Mountain"
5360,Lies of the Beautiful People,Sixx:A.M.,2011,3.972666667,Fall Out Boy
5361,Heaters - New Mix - 2008,illScarlett,2006,3.046216667,
5362,That's the Way I Wanna Rock 'N' Roll,AC/DC,1988,3.750433333,"Whitesnake, Killing Joke, Bruce Springsteen, Ministry"
5363,By The Sword,Slash,2010,4.855766667,"Pat Benatar, The Black Angels"
5364,Undone - The Sweater Song,Weezer,1994,5.092216667,311
5365,DOA,Foo Fighters,2005,4.201766667,Cage The Elephant
5366,T.N.T.,AC/DC,1976,3.577766667,Thin Lizzy
5367,1979 - Remastered 2012,The Smashing Pumpkins,1995,4.436666667,
5368,Big Takeover,Bad Brains,1983,2.486,"Big Black, Jackson Browne, The Cure, Dire Straits, Hüsker Dü"
5369,MTV Get Off The Air,Dead Kennedys,2007,3.639766667,"Rustic Overtones, Golpe a Golpe"
5370,Holiday in Cambodia,Dead Kennedys,1980,4.62555,"R.E.M., Van Halen, Van Halen, Big Black, The Smiths"
5371,We've Got a Bigger Problem Now,Dead Kennedys,2001,4.495766667,"Ian Brown, Staind, Zero 7"
5372,Government Flu,Dead Kennedys,2001,2.067333333,"Lit, Sleater-Kinney, Staind, Big Sugar"
5373,I Fought the Law,Dead Kennedys,1987,2.30755,"The Hooters, Little River Band"
5374,Hard Times,Cro-Mags,2000,1.600433333,"Hundred Reasons, Jimmy Eat World, Everclear, Tonic"
5375,California Über Alles,Dead Kennedys,1980,3.062216667,"Depeche Mode, Journey, Adolescents, Dire Straits, Joe Jackson"
5376,Question Authority,Circle Jerks,1982,2.044216667,"Buzzcocks, Streetheart, Black Sabbath, Wings"
5377,Seeing Red,Minor Threat,1984,1.084883333,"The Replacements, Breakfast Club, Billy Idol, Blue Rodeo"
5378,I Don't Wanna Hear It,Minor Threat,1984,1.26955,
5379,I Hate Children,Adolescents,1981,1.757766667,"FM, Rainbow, Bruce Springsteen"
5380,Abolish Government/Silent Majority,T.S.O.L.,1997,1.988433333,"Fenix TX, Godsmack, Sugarcult, Steppenwolf"
5381,Where Eagles Dare,Misfits,1986,2.140433333,"Téléphone, Queen, Guns N' Roses"
5382,My War,Black Flag,1984,3.772216667,"Queen, The Firm, Don Henley, ZZ Top, Tom Petty and the Heartbreakers"
5383,Soul Kitchen,X,1980,2.434433333,"Whitesnake, Led Zeppelin, Pretenders, The Jesus and Mary Chain, DD Smash"
5384,Terminal Preppie,Dead Kennedys,2001,1.505033333,"Nine Inch Nails, KISS, Fenix TX, Staind"
5385,Everything Sux,Descendents,1996,1.503333333,"Faith No More, Metallica, Better Than Ezra"
5386,Lexicon Devil,Germs,1979,1.739333333,"Tom Petty and the Heartbreakers, Motörhead, ABC, Queen, Whitesnake"
5387,Last Caress,Misfits,1997,1.951766667,"Marilyn Manson, Bush, The Rolling Stones, Stabbing Westward"
5388,Suburban Home,Descendents,1982,1.676666667,"R.E.M., Eurythmics, Talking Heads, Ramones, Beastie Boys"
5389,Banned in D.C.,Bad Brains,1982,2.2131,"Elvis Costello & The Attractions, Paul Simon, The Jim Carroll Band, Depeche Mode"
5390,Rise Above,Black Flag,1981,2.442666667,"Van Halen, Genesis, Tom Petty and the Heartbreakers"
5391,Nazi Punks Fuck Off,Dead Kennedys,2001,1.0565,Metallica
5392,Fist Fight!,Crisis of Conformity,2011,2.050216667,Bad Company
5393,Go Away,Dope Smoker,2020,4.747633333,The Beatles
5394,Sweet Leaf - 2014 Remaster,Black Sabbath,1971,5.079783333,"The Velvet Underground, Led Zeppelin, James Brown, The Kinks, Elton John"
5395,The Druid,Sleep,1993,4.87,
5396,Immortal Tortoise,ORB,2017,6.214,Leslie West
5397,Funeralopolis,Electric Wizard,2006,8.722216667,"AWOLNATION, Ian Brown, Echo & the Bunnymen"
5398,Dragonaut,Sleep,1993,5.719333333,"Urge Overkill, The Beta Band, Jennifer Rush"
5399,Control,Amyl and The Sniffers,2019,2.572666667,Various Artists
5400,GFY,Amyl and The Sniffers,2019,1.814883333,Osees
5401,Smoko,The Chats,2017,2.9921,The Contours
5402,Pub Feed,The Chats,2020,2.430666667,"Five Finger Death Punch, King Gizzard & The Lizard Wizard"
5403,Plastic Plant,Thee Oh Sees,2016,5.666,"Black River Drive, Sponge"
5404,Scramble Suit II,Osees,2020,2.464666667,"The Rolling Stones, SLIFT, Eagles Of Death Metal"
5405,Saignant,Osees,2020,1.487766667,King Gizzard & The Lizard Wizard
5406,Electric War,Osees,2020,1.9471,
5407,The Dream,Thee Oh Sees,2011,6.867333333,
5408,Toe Cutter - Thumb Buster,Thee Oh Sees,2013,3.543333333,Paramore
5409,Sticky Hulks,Thee Oh Sees,2015,6.843333333,The Clash
5410,My Lady's On Fire,Ty Segall,2018,3.8731,Fuzz
5411,Finger,Ty Segall,2010,2.90555,"The Tragically Hip, Bruce Springsteen, Cole Porter"
5412,Girlfriend,Ty Segall,2010,2.212666667,"Thirty Seconds To Mars, Green Day"
5413,Planet of the Dreamers,Jacuzzi Boys,2009,2.002216667,Ozzy Osbourne
5414,The Boy,Shannon and The Clams,2018,3.046433333,"King Gizzard & The Lizard Wizard, King Gizzard & The Lizard Wizard, Led Zeppelin"
5415,Ozma,Shannon and The Clams,2013,3.4591,"Eric Clapton, The Black Keys, Various Artists"
5416,I’ll Be Loving You,The King Khan & BBQ Show,2009,3.17355,
5417,I Tried,Damaged Bug,2020,4.030883333,"King Gizzard & The Lizard Wizard, Osees, Thee Oh Sees, Lightning Bolt, Gary Moore"
5418,Reverse Shark Attack,Ty Segall,2009,10.37155,Minus the Bear
5419,Lupine Dominus,Thee Oh Sees,2012,3.475766667,"Matt Mays, Five Man Electrical Band"
5420,Terminal Jape,Osees,2020,2.33355,Dave Edmunds
5421,Gholü,Thee Oh Sees,2019,1.854433333,ICEHOUSE
5422,Nervous Breakdown,Black Flag,2006,2.152883333,"P.O.D., 311"
5423,Electric Funeral - 2012 - Remaster,Black Sabbath,1970,4.83005,"Boz Scaggs, Elton John"
5424,Rat Salad - 2012 - Remaster,Black Sabbath,1970,2.513366667,"Traffic, Deep Purple"
5425,D'yer Mak'er - Remaster,Led Zeppelin,1973,4.379133333,"Rod Stewart, AC/DC, The Moody Blues, Lee Michaels, Bruce Springsteen"
5426,Communication Breakdown - Remaster,Led Zeppelin,2007,2.476,Foo Fighters
5427,Another Brick In The Wall - 2001 Remastered Version,Pink Floyd,2001,3.847766667,The Go-Betweens
5428,Killer Queen,Queen,2018,2.98925,"Van Morrison, KC & The Sunshine Band, The Chats, Ruel, Procol Harum"
5429,Seven Seas Of Rhye - Remastered,Queen,2002,2.813766667,"Greg Annussek, blink-182, Prong, Verbena"
5430,A Passage To Bangkok,Rush,1976,3.58155,KISS
5431,Born Under Punches (The Heat Goes On),Talking Heads,1980,5.816216667,"Bad Company, Queen, Men At Work, Accept, Southside Johnny And The Asbury Jukes"
5432,Jump,Van Halen,1984,3.992666667,The Odds
5433,Panama,Van Halen,1984,3.544,Bon Jovi
5434,Top Jimmy - 2015 Remaster,Van Halen,1984,2.998433333,"Dead Kennedys, Asia, Black Sabbath"
5435,Runnin' With The Devil,Van Halen,1978,3.612216667,"Starz, Donna Summer"
5436,Blister in the Sun - 2002 Remastered Version,Violent Femmes,1983,2.40555,
5437,Roundabout,Yes,1992,8.539766667,Silverchair
5438,Miserlou,Dick Dale,1963,2.226666667,
5439,The Politics of Time,Minutemen,1984,1.210433333,"Honeymoon Suite, Red Rider, Ian Dury, Jerry Harrison, Forrest"
5440,Planet Claire,The B-52's,1979,4.627333333,"Bachman-Turner Overdrive, Flamin' Groovies, Rush, Blue Öyster Cult"
5441,The Metal East,Lightning Bolt,2015,4.210933333,"SLIFT, Keith Richards"
5442,I Wanna Be Your Dog - 2019 Remaster,The Stooges,1969,3.2054,"Creedence Clearwater Revival, The Beatles, George Harrison, Deep Purple, The Rolling Stones"
5443,Sharpie Smile,Kamikaze Palm Tree,2019,3.55065,
5444,Dominator,SLIFT,2017,6.417983333,"Eagles Of Death Metal, Lynyrd Skynyrd, Tom Cochrane, Damaged Bug, The Hold Steady"
5445,Pentagram on the Moon,Earth Tongue,2017,3.6559,"Various Artists, Audio Idols, The Crazy Horses, Budgie, Larry Morris"
5446,Slither,Ghost King,2019,2.36045,"Kamikaze Palm Tree, Black River Drive, Various Artists, Various Artists"
5447,Vicious,Japanther,2014,0.971266667,"The Rock Heroes, Country Joe & The Fish"
5448,The Riot,Japanther,2006,1.85955,"Afa, Kyng, Midnight Youth, Old 97's"
5449,Ms. White,Ty Segall,2010,1.261766667,"Ab4, The Crazy Horses, Sidecar Radio, The Rock Heroes"
5450,Operation,The King Khan & BBQ Show,2006,1.558883333,"Backyard Babies, The Subways, Dead Kennedys, Nightmare Of You, Sam Roberts Band"
5451,She's The One,Japanther,2010,3.172883333,"Monster Truck, Manic Street Preachers, The Bravery, Nightmare Of You, Thee Oh Sees"
5452,Fist Heart Mighty Dawn Dart,Ty Segall,2015,3.271433333,Elvis Presley
5453,The Symptoms,Japanther,2006,2.574216667,"April Wine, Goldfrapp, Ratcat, Ab4"
5454,Love Fuzz,Ty Segall,2019,7.603333333,"Various Artists, I Am Giant, Budgie, Rival State, Various Artists"
5455,High School,Ty Segall,2009,1.82555,Various Artists
5456,Marijuanaut's Theme,Sleep,2018,6.673583333,
5457,The Daily Heavy,Thee Oh Sees,2019,7.8271,"King Gizzard & The Lizard Wizard, Metallica"
