index,name,artist,release_date,length,popularity,featured_artists
4807,Don't Ask Me No Questions,Lynyrd Skynyrd,1974,3.446666667,50,
4808,The Energy,Audiovent,2002,4.22,41,Diesel
4809,Bring On The Night,The Police,1979,4.25355,54,
4810,Tonight,Seether,2011,3.73445,48,Switchfoot
4811,I Dare You,Shinedown,2005,3.900883333,50,
4812,If You Dare,AC/DC,1990,3.306,42,"April Wine, Yes"
4813,Cathedral,"Crosby, Stills & Nash",1977,5.293766667,37,"Randy Newman, The Motels"
4814,I Believe,Blessid Union Of Souls,1995,4.45745,47,"Tori Amos, Built To Spill, Heart, Imperiet, Pearl Jam"
4815,Dark Horses,Switchfoot,2011,3.972483333,40,"The Rubens, Shinedown, We Are The Fallen, Audioslave, King Gizzard & The Lizard Wizard"
4816,Quicksand,Finger Eleven,1998,4.103333333,28,"Blindspott, Urge Overkill"
4817,New York Groove,Ace Frehley,1978,3.06155,59,Little River Band
4818,Blue Lady,Hello Sailor,1996,3.897766667,44,"Indigo Girls, The B-52's, Oleander"
4819,"Vermillion, Pt. 2",Twinkle Twinkle Little Rock Star,2013,4.237983333,20,
4820,Rain (2009 Remaster),The Cult,1985,3.95355,53,"Descendents, Van Halen"
4821,That Old Black Hole,Dr. Dog,2012,3.351333333,39,Godsmack
4822,Til I Hear It From You,Gin Blossoms,1996,3.874433333,53,Red Hot Chili Peppers
4823,Oh! Darling - Remastered 2009,The Beatles,1969,3.454,67,"The Who, Yusuf / Cat Stevens, David Bowie, Four Tops"
4824,Wax Ecstatic (To Sell Angelina),Sponge,1996,4.14355,40,"Our Lady Peace, Muse, Iron Maiden"
4825,It Doesn't Matter Anymore,Buddy Holly,2005,2.062433333,50,
4826,Angels Of The Silences,Counting Crows,1996,3.622,41,"Billy Squier, Garbage, Collective Soul, Machine Head, Cracker"
4827,"Holding Out for a Hero - From ""Footloose"" Soundtrack",Bonnie Tyler,1984,5.80555,6,David Bowie
4828,Down on the Street - 2005 Remaster,The Stooges,1970,3.729333333,46,
4829,Death Defy,Motor Ace,2001,4.329733333,29,"April Wine, The Darkness, Mutemath"
4830,Say This Sooner,The Almost,2007,3.236666667,50,"Republica, Chris Cornell"
4831,É Proibido Fumar - Versão remasterizada,Roberto Carlos,1964,2.53,41,"The Kinks, The Animals, Pink Floyd"
4832,Grey Seal - Remastered 2014,Elton John,1973,4.0021,44,"KISS, Buzzcocks, The Cars, Rush, Bruce Springsteen"
4833,Starlight (feat. Myles Kennedy),Slash,2010,5.454666667,33,"ZZ Top, Blue October, Grand Funk Railroad"
4834,Rock Bottom - 2007 Remaster,UFO,1974,6.488883333,55,Deep Purple
4835,Wait,White Lion,1987,4.013333333,46,"Melissa Etheridge, Tom Petty and the Heartbreakers, George Harrison"
4836,Rudy,Supertramp,1974,7.347216667,40,Chicago
4837,Always The Sun - Sunny Side Up Mix,The Stranglers,1990,4.050883333,54,"Stone Temple Pilots, Soundgarden"
4838,Not Over You,Gavin DeGraw,2011,3.642,71,"Linkin Park, Panic! At The Disco, Smile Empty Soul, The Wombats"
4839,"Because the Night - Live at Nassau Coliseum, Uniondale, NY - December 1980",Bruce Springsteen,1986,5.310433333,52,
4840,Push It,Static-X,1999,2.581766667,64,"Pearl Jam, Puddle Of Mudd, Rage Against The Machine, Papa Roach, Nine Days"
4841,The Golden Mile,The Babys,1977,5.060216667,15,"Soft Cell, Hot Tuna, April Wine, Allman Brothers Band, Gentle Giant"
4842,As the Years Go By,Various Artists,1990,3.75155,12,"Soul Asylum, Soul Asylum, Gary Moore, Lillian Axe"
4843,Blackened (Remastered),Metallica,1988,6.702383333,55,"Def Leppard, The Cure, Dinosaur Jr., Midnight Oil, John Mellencamp"
4844,Your Touch,The Black Keys,2006,2.709766667,47,"M.I.A., Shinedown, Travis"
4845,Living After Midnight,Judas Priest,1980,3.502216667,64,"Van Halen, AC/DC, Talking Heads, John Lennon, The Cars"
4846,Sick of Myself,Matthew Sweet,1995,3.642666667,32,"Teenage Fanclub, Anouk"
4847,Hold Me Down,Minus the Bear,2010,4.13,30,"Pluto, Ty Segall, Huey ""Piano"" Smith, City and Colour, Metric"
4848,Ballad of a Thin Man,Bob Dylan,1965,5.9451,54,"Crosby, Stills, Nash & Young, Eric Clapton, The Doors, The Everly Brothers, The Beatles"
4849,Let's Dance to Joy Division,The Wombats,2007,3.188216667,65,Arctic Monkeys
4850,Price to Play,Staind,2003,3.587766667,42,"Interpol, Poison"
4851,Don't Go Away Mad (Just Go Away),Mötley Crüe,1989,4.674216667,56,Alice In Chains
4852,Tall Cool One - 2006 Remaster,Robert Plant,2007,4.642,42,"The Almost, Mudvayne, Thee Oh Sees, Jimmy Eat World"
4853,For the First Time,The Script,2010,4.207333333,67,Foo Fighters
4854,Fortune Faded,Red Hot Chili Peppers,2003,3.354433333,59,"Fall Out Boy, Avenged Sevenfold"
4855,My Body,Young the Giant,2011,4.073333333,64,
4856,Spanish Train,Chris de Burgh,1975,5.047766667,43,"Big Star, Leon Russell, Chicago"
4857,Beautiful,10 Years,2008,3.264883333,49,"Dashboard Confessional, The Crystals, Grateful Dead, Pearl Jam, Ozzy Osbourne"
4858,Police On My Back - Remastered,The Clash,1980,3.282,50,
4859,Right Now,Korn,2003,3.166,56,"Oasis, Three Days Grace, Barrett Strong, Velvet Revolver, Hollywood Undead"
4860,Sundown,Elwood,2000,3.987766667,36,"Nick at Nite, Boards of Canada, Staind"
4861,Mistral Wind,Heart,1978,6.71555,31,"Steve Miller Band, Stevie Wonder, Richard & Linda Thompson, Spirit"
4862,When The Lady Smiles,Golden Earring,1984,5.6671,57,Bob Seger
4863,Five Long Years,Colin James,1988,4.636216667,39,"Paul Kelly & The Coloured Girls, AC/DC, The Jesus and Mary Chain, Judas Priest, Minor Threat"
4864,The Last Worthless Evening,Don Henley,1989,6.03955,36,"Crosby, Stills, Nash & Young"
4865,"There, There",Radiohead,2003,5.393333333,58,"Benny Benassi, Kings of Leon"
4866,Let Down - Live,Dead By Sunrise,2009,4.0834,22,"Blacklistt, Metric, April Wine, Spose"
4867,No One to Depend On,Santana,1971,5.522216667,44,"Black Sabbath, Aerosmith"
4868,Not Falling,Mudvayne,2002,4.06555,51,Imperiet
4869,Nirvana,Elemeno P,2003,2.488216667,23,"The New Pornographers, Theatre Of Tragedy, The Raveonettes"
4870,Spaceman Remix,Bif Naked,2008,4.024166667,33,"Pat Benatar, The New Pornographers"
4871,St. Stephen - 2013 Remaster,Grateful Dead,1969,4.458433333,45,Supertramp
4872,Silver Lining,Garfunkel and Oates,2012,1.829316667,21,"Michael Marc, Thunder, Michael Marc, Twinkle Twinkle Little Rock Star, Bellybuds"
4873,Helen Wheels,Paul McCartney,2001,3.747333333,32,"Dash Rip Rock, Staind, Mercury Rev, Mew, Staind"
4874,Flaws,Bastille,2013,3.646666667,50,"Cold Chisel, Placebo, Oasis, Small Faces"
4875,I'm In You,Peter Frampton,1977,4.166666667,46,
4876,High School Confidential,Jerry Lee Lewis,2013,2.489333333,31,"King Gizzard & The Lizard Wizard, Martha and the Muffins, O.A.R., The Angels"
4877,Sweet Fire Of Love,Robbie Robertson,1987,5.278433333,27,Forrest
4878,Try (Just a Little Bit Harder),Janis Joplin,2009,3.924883333,47,"Black Flag, Black Kids, Breaking Benjamin, Dr. Dog, Fall Out Boy"
4879,Wheels,Foo Fighters,2009,4.636883333,63,"Matchbox Twenty, Tina Turner"
4880,Tear Away,Drowning Pool,2001,4.236666667,62,"Oleander, The Dandy Warhols, Dave Matthews Band, PJ Harvey"
4881,Closer To The Edge,Thirty Seconds To Mars,2009,4.557766667,58,"Kings of Leon, Three Days Grace"
4882,(Wish I Could Fly Like) Superman,The Kinks,1979,3.616133333,41,"Led Zeppelin, Paul McCartney"
4883,Jingo,Santana,1969,4.3511,45,
4884,Bartender,(Hed) P.E.,1997,4.014666667,49,"The Strokes, ZZ Top"
4885,Seven Seas Blues,Monster Truck,2011,3.7339,34,
4886,Call the Doctor,Black River Drive,2014,3.604883333,12,
4887,Far Away Eyes - Remastered,The Rolling Stones,1978,4.399333333,45,"Rainbow, R.E.M., Journey, Cheap Trick"
4888,You Had Time,Ani DiFranco,1994,5.816666667,36,"The Ink Spots, Tori Amos"
4889,Fanfare for the Common Man - Single Edit,"Emerson, Lake & Palmer",1994,2.989333333,48,"Pink Floyd, Living Colour, Catherine Wheel, Don Henley, D-A-D"
4890,Tremor Christ - Remastered,Pearl Jam,1994,4.176666667,41,
4891,Take It On Faith,Matt Mays,2012,4.44825,39,"Alice In Chains, King Gizzard & The Lizard Wizard"
4892,Radioactive,Kings of Leon,2010,3.436433333,60,
4893,Head over Feet - Live / Unplugged,Alanis Morissette,1999,4.376,54,"Van Halen, A Perfect Circle, Eskimo Joe, Badly Drawn Boy"
4894,Midlife Crisis,Faith No More,1992,4.3311,59,"Filter, Queen, Marcy Playground"
4895,Between Angels And Insects,Papa Roach,2001,3.907766667,65,"Sonic Youth, Our Lady Peace"
4896,Eyes Of The Insane,Slayer,2006,3.382216667,37,"Elemeno P, Machine Head, Shinedown"
4897,It Don't Come Easy,Ringo Starr,1973,3.072216667,54,"Kansas, Little Feat, Bee Gees"
4898,Free,Vast,2000,3.121766667,28,"Black Rebel Motorcycle Club, Theory of a Deadman, Morcheeba, Fuel, Ash"
4899,Little Willy,Sweet,2010,3.204883333,44,"Seether, Sick Puppies, No Doubt, Midlake"
4900,This Love,Bad Company,1986,4.10955,18,The Bangles
4901,Sir Duke,Stevie Wonder,1976,3.90155,0,"Peter & Freddy, The Kinks"
4902,Disposable Teens,Marilyn Manson,2000,3.0251,56,"Puddle Of Mudd, Authority Zero, Alice In Chains, Bloc Party, Linkin Park"
4903,Blue Bayou,Linda Ronstadt,1977,3.989983333,64,"KISS, Journey"
4904,Flowing,Lucas Delphy,2020,2.185266667,61,Band of Horses
4905,Hot Hot Hot!!!,The Cure,1987,3.570666667,34,Rose Tattoo
4906,Get Up,Sleater-Kinney,1999,3.773333333,26,Finch
4907,Love Hurts,Roy Orbison,1962,2.44555,44,"Bob Dylan, Willie Nelson, Elvis Presley, Bee Gees, Bob Dylan"
4908,The Lost Art Of Keeping A Secret,Queens of the Stone Age,2010,3.600216667,54,"Coldplay, The Sword, Bernard Fanning, Stone Sour, The Killers"
4909,Don't Fight It,Red Rider,1980,4.343333333,25,"Echo & the Bunnymen, Soft Cell"
4910,Both Sides Now,Judy Collins,2001,3.264,46,
4911,I Hate My Generation,Cracker,1996,2.948883333,21,"Björk, Black Sabbath, Treble Charger, Primal Scream, Pearl Jam"
4912,Getting In Tune,The Who,1971,4.80755,41,Led Zeppelin
4913,Forever Tuesday Morning,The Mockers,2012,3.688,33,"HELLYEAH, Sick Puppies, The Checks"
4914,Veteran of the Psychic Wars,Blue Öyster Cult,1981,4.826433333,49,"Depeche Mode, David Lee Roth, Bob Seger, Van Halen"
4915,Keep Talking,Pink Floyd,1994,6.177766667,50,"Metallica, Megadeth, En Vogue"
4916,Bigger Than Us,White Lies,2010,4.764,20,"Rustic Overtones, Rock Kills Kid, Chickenfoot"
4917,Disappear,Hoobastank,2003,5.102216667,42,"Mötley Crüe, OneRepublic"
4918,All Those Years Ago - Remastered 2004,George Harrison,1981,3.788666667,54,"Michael Jackson, Depeche Mode, The Rolling Stones"
4919,Hands Down,Dashboard Confessional,2003,3.114433333,62,"Breaking Benjamin, Interpol, Cypress Hill, The Used, Chevelle"
4920,Take It On The Run - Remastered,REO Speedwagon,2019,4.495283333,7,Earth Tongue
4921,Another Perfect Day,American Hi-Fi,2001,3.638433333,32,"Interpol, Blondie, KISS, The Decemberists"
4922,Dope Nose,Weezer,2002,2.29,44,"Grateful Dead, Belle & Sebastian, Godsmack, Lit, Monster Magnet"
4923,Life Won't Wait,Ozzy Osbourne,2010,5.113766667,39,"Triumph, Silverchair, Uriah Heep, The Raconteurs"
4924,All That I've Got,Various Artists,2020,3.840433333,3,"Rival State, Sleep, Ty Segall, The Smile Case, Starseed"
4925,Nothing's Gonna Change My Love For You,Glenn Medeiros,1986,3.859766667,64,"Sting, Foreigner"
4926,Show Me The Way,Styx,1990,4.61955,48,Alias
4927,Don't Bring Me Down (Bonus Track),The Animals,1966,3.27755,35,"The Who, The Who"
4928,Alive With the Glory of Love,Say Anything,2005,4.252916667,58,"The Naked And Famous, The Beatles"
4929,Lost in You,Three Days Grace,2009,3.880216667,57,"Dashboard Confessional, Sum 41, Stone Sour, Breaking Benjamin"
4930,Lithium,Evanescence,2006,3.7351,62,Radiohead
4931,Get Stoned,Hinder,2005,3.639766667,47,"Band of Horses, Korn"
4932,Cold Contagious - Remastered,Bush,1996,6.0011,32,"Various Artists, Built To Spill, Tori Amos, Rae & Christian"
4933,Go To Sleep,Radiohead,2003,3.358433333,50,"Guano Apes, Disturbed, Band of Horses, Korn, Creed"
4934,Tin Soldier,Streetheart,2019,3.16155,14,Max Webster
4935,Black Jesus,Everlast,2000,4.69355,48,"Radiohead, Liz Phair, G. Love & Special Sauce, Green Day, Staind"
4936,Venus And Mars / Rock Show / Jet - Live / Remastered,Paul McCartney,1976,10.34576667,32,"Blondie, Queen, Various Artists, The Jam, Alice Cooper"
4937,California - Demo,Phantom Planet,2001,3.258883333,42,Aerosmith
4938,Everybody Wants You - Remastered 1995,Billy Squier,1995,3.788883333,34,"The Avalanches, Ben Harper"
4939,Give It a Whirl - Live at Acropolis,Sivert Høyem,2017,5.681333333,18,"311, The Tornadoes"
4940,Amazing Journey,The Who,1969,5.070133333,35,"Eric Clapton, The Kinks, Bruce Springsteen, Free"
4941,Dirty Creature,Split Enz,1982,4.038883333,23,"Saga, Whitesnake, Ian Dury, R.E.M."
4942,Big Casino,Jimmy Eat World,2007,3.678883333,44,
4943,The Only Exception,Paramore,2009,4.460883333,70,"Lily Allen, Evanescence, Cream"
4944,Ain't No Cure For Love - Digitally Remastered,Jennifer Warnes,1987,3.36,30,"Tori Amos, Ian Dury, Bryan Adams, Jethro Tull"
4945,Gimme Back My Bullets,Lynyrd Skynyrd,1976,3.496666667,52,"John Lennon, New York Dolls, Blue Öyster Cult, Foreigner"
4946,Somebody's Baby,Jackson Browne,1997,4.378883333,61,"The Smashing Pumpkins, Soul Asylum, Aerosmith"
4947,Houdini,Foster The People,2011,3.374433333,68,
4948,All Along the Watchtower,Bob Dylan,1967,2.518216667,56,Three Dog Night
4949,Rock Me Amadeus - The Gold Mix,Falco,1985,3.3706,62,"Dio, Tears For Fears, George Thorogood & The Destroyers, Metallica"
4950,Southtown,P.O.D.,1999,4.120883333,55,Eve 6
4951,Blues Power,Eric Clapton,1970,3.146666667,27,"The Move, Roxy Music"
4952,Again,Flyleaf,2009,3.082,54,"Bon Jovi, Paramore, The Wombats, Pearl Jam, Billy Talent"
4953,Absolutely (Story of a Girl) - Radio Mix,Nine Days,2000,3.15555,67,"Stereophonics, The Ataris, Rammstein, Nine Inch Nails, Kings of Leon"
4954,James Dean - 2013 Remaster,Eagles,1974,3.637816667,46,
4955,Praise,Sevendust,2001,3.648216667,33,"Daughtry, Dropkick Murphys, The Beach Boys, DevilDriver"
4956,Alabama - 2009 Remaster,Neil Young,1972,4.036666667,49,"Small Faces, Humble Pie"
4957,Keep on Truckin',Hot Tuna,1972,3.67555,23,"James Gang, Stevie Wonder, KISS"
4958,The Zoo - 2015 Remaster,Scorpions,1980,5.507766667,43,"Rush, Little River Band, Dead Kennedys, Bruce Springsteen, Talking Heads"
4959,Thank You,HELLYEAH,2007,4.528433333,34,"The Guess Who, The Raconteurs, Slash, The Godfathers"
4960,Ukiah,The Doobie Brothers,1973,3.032216667,38,"Black Sabbath, Bad Company, Traffic, Steve Miller Band"
4961,Fresh Air - Remastered,Quicksilver Messenger Service,2007,5.326433333,46,Ozzy Osbourne
4962,On The Roof Again,Eve 6,2000,3.097766667,35,"Garbage, Hunters & Collectors"
4963,The First Cut Is the Deepest - Acoustic Version,Various Artists,2005,3.84955,53,Judy Collins
4964,Dear Mr. Fantasy,Big Sugar,2003,4.9911,27,Gillan
4965,Torn,Creed,1997,6.398883333,51,George Benson
4966,Walkin' The Dog,Aerosmith,1973,3.2051,38,"Steppenwolf, The Who"
4967,All My Fault,Fenix TX,1999,2.820666667,46,"Modest Mouse, Therapy?, Bon Jovi"
4968,No Surprise - Edit,Theory of a Deadman,2005,3.661783333,38,"T. Rex, Manic Street Preachers"
4969,Control,Mutemath,2006,4.655766667,31,
4970,Lost And Running,Powderfinger,2007,3.702666667,15,"Midnight Youth, Ben Harper, The Sounds, Black Rebel Motorcycle Club"
4971,You'll Accomp'ny Me,Bob Seger,1980,4.003766667,57,"Prince, Modern English, Pretenders"
4972,Superconductor - 2004 Remaster,Rush,1989,4.789766667,38,Def Leppard
4973,Riot,Three Days Grace,2006,3.459766667,62,"The Roots, Rise Against"
4974,Wildflower,Various Artists,2010,4.173333333,38,
4975,Cry Baby Cry - Remastered 2009,The Beatles,1968,3.034666667,49,
4976,I Am Mine,Pearl Jam,2002,3.588883333,59,
4977,Tv Dinners (Originally Performed by ZZ Top) [Vocal Version],Singer's Edge Karaoke,2014,3.823016667,0,Leonard Cohen
4978,Before You Accuse Me,Eric Clapton,1989,3.952,48,
4979,Long Time Running,The Tragically Hip,1991,4.384433333,51,
4980,Headlong Flight,Rush,2012,7.341333333,32,"Skyhooks, Suede"
4981,Baby Please Don't Go,The Amboy Dukes,1968,5.645316667,34,"Michael Jackson, Roxy Music, The Band"
4982,Pieces Of Eight,Styx,1978,4.73555,37,Supertramp
4983,Everything Falls Apart,Dog's Eye View,1995,3.902216667,49,"The Boo Radleys, The Mighty Mighty Bosstones, The Stone Roses"
4984,Take Me To The Pilot,Elton John,1970,3.7771,53,Led Zeppelin
4985,Driven To Tears,The Police,1980,3.342216667,50,"Bad Company, The Cure, The Firm"
4986,Standing in the Sun,Slash,2012,4.05955,33,"King Gizzard & The Lizard Wizard, Black Stone Cherry, SLIFT"
4987,Come On - Stereo Version,Chuck Berry,1962,1.783766667,34,"The Yardbirds, Larry Williams, Bo Diddley, The Rolling Stones"
4988,Weak And Powerless,A Perfect Circle,2003,3.252216667,59,Stabbing Westward
4989,Shadowplay,The Killers,2007,4.120666667,55,Manchester Orchestra
4990,Love Like Winter,AFI,2006,2.760883333,49,Stroke 9
4991,Gallows Pole - Remaster,Led Zeppelin,1970,4.965483333,54,"Hawkwind, Black Sabbath"
4992,You Don't Know How It Feels,Tom Petty,1994,4.824,66,"Portishead, Fun Lovin' Criminals, Marcy Playground"
4993,Wondrous Place,Billy Fury,1983,2.479333333,44,"Various Artists, Neil Diamond"
4994,Love In Vain,The Rolling Stones,1969,4.318433333,44,Cream
4995,It's A Hard Life - Remastered 2011,Queen,1984,4.116216667,61,"The Slits, Eagles, David Lee Roth"
4996,Jet City Woman - Remastered 2003,Queensrÿche,1990,5.35955,55,"INXS, Nirvana"
4997,Love Bites (So Do I),Halestorm,2012,3.188883333,51,
4998,Walk On - 2016 Remaster,Neil Young,1974,2.702,47,"Bob Dylan, Elton John, Aerosmith"
4999,Honey Hush - Johnny Burnette And The Rock And Roll Trio,Johnny Burnette & The Rock 'N' Roll Trio,2016,2.02975,36,"Doucette, My Morning Jacket"
5000,Drop Dead Legs - 2015 Remaster,Van Halen,1984,4.236666667,57,"Joy Division, Tom Petty and the Heartbreakers, The Clash"
5001,Simple Song,The Shins,2012,4.256666667,62,"Disturbed, All That Remains, Breaking Benjamin"
5002,Epiphany,Staind,2001,4.268883333,44,"Clyde McPhatter, Hello, Stereophonics, Blur, Zero 7"
5003,One Day in Your Life,54-40,1987,4.254883333,40,"Gowan, Saga, The Screaming Jets"
5004,Sweating Bullets - Remastered 2004,Megadeth,1992,5.450666667,57,"Pulp, Creed, Alice In Chains, Warrant"
5005,Jambi,TOOL,2006,7.476883333,63,"Bon Jovi, Dashboard Confessional, Audioslave, OneRepublic, Shinedown"
5006,Relay,The Who,2014,3.923416667,21,"Lucinda Williams, ORB, Players Since Creation, The Tornadoes"
5007,La Villa Strangiato,Rush,1978,9.578883333,51,
5008,Famous,Puddle Of Mudd,2007,3.27155,52,"U2, Trapt"
5009,Kid Charlemagne,Steely Dan,1976,4.646666667,49,"The Who, Blondie, AC/DC"
5010,Pretty Please,Verbena,1999,2.856,6,"Foo Fighters, Seven Channels"
5011,A Fool for Your Stockings,ZZ Top,1994,4.273316667,41,"Garbage, Lake Of Tears, Morrissey, Sting"
5012,Greedy Fly,Bush,2014,4.492216667,36,Ozzy Osbourne
5013,Blue and Yellow,The Used,2002,3.3571,53,"The Mock Turtles, Stereophonics, Incubus, Hot Action Cop"
5014,Survival,Muse,2012,4.2911,57,"Phil Collins, Alice In Chains, Various Artists"
5015,Dyers Eve (Remastered),Metallica,1988,5.217416667,46,"The Cure, Billy Idol"
5016,When Your Heart Stops Beating,44,2006,3.2131,53,"The Used, Muse, The Pretty Reckless, Linkin Park"
5017,29 Palms - 2006 Remaster,Robert Plant,1993,4.8651,58,"Counting Crows, Dada, Depeche Mode, Sublime, Bran Van 3000"
5018,An Old Fashioned Love Song,Three Dog Night,1993,3.844883333,45,"Don Henley, Imperiet, The Orb"
5019,Undertow,Warpaint,2010,5.8871,45,"Fats Domino, The Decemberists, Various Artists, Big Joe Turner, Cole Porter"
5020,Sucked Out,Superdrag,1996,2.78,42,"Beck, James Brown, Trio, Liz Phair, Pink Floyd"
5021,Halos of the Son,Fuel,2007,3.47355,16,
5022,Whiskey Hangover,Godsmack,2010,3.788433333,46,Slayer
5023,Plastic Man - Mono Mix,The Kinks,1969,3.082666667,24,"Lou Reed, Hawkwind, The Music Machine"
5024,Jim Dandy,Black Oak Arkansas,1973,2.691766667,42,"Led Zeppelin, Alice Cooper"
5025,Moonlight Drive,The Doors,1967,3.022433333,50,"The Stooges, The Beach Boys"
5026,Boys Keep Swinging - 2017 Remaster,David Bowie,1979,3.308433333,44,"The Tubes, Blondie"
5027,Plans,Birds Of Tokyo,2010,3.648,44,
5028,Promised You A Miracle - Remastered 2002,Various Artists,2020,4.480433333,5,
5029,Welcome to the Fold,Filter,1999,7.673333333,51,"Oasis, Jefferson Airplane"
5030,Knock Down Walls,Tonic,1999,3.762666667,14,"54-40, Black Rebel Motorcycle Club"
5031,It's So Easy,Buddy Holly,1974,2.17555,18,
5032,Monster,Skillet,2009,2.966883333,76,"Stone Sour, The Offspring, Linkin Park, Muse, Muse"
